model,approach,history,history_frames,case_study,bag_name,global_bag_id,event_id_within_bag,event_key,unsafe_start_frame_id,unsafe_end_frame_id,unsafe_start_s,unsafe_end_s,previous_unsafe_end_s,first_warning_frame_id,first_warning_s,first_warning_label,speed_at_warning_mps,lead_time_s,t_required_s,warning_raw_source_file
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,2,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1120,1120,1122,94.393374,94.560832,91.666821,1091,91.90169,potentially_unsafe,0.05499469,2.4916839999999922,0.75499469,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,3,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1363,1363,1369,115.786238,116.379826,94.560832,1124,94.716663,potentially_unsafe,0.0720072366666666,21.069575,0.7720072366666666,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,0,huron__soda3_Feb-21-2023-soda3-intloss_00000000::1076,1076,1088,93.984132,95.026734,,0,0.00836,potentially_unsafe,0.228556005,93.975772,0.928556005,qwen/soda3_Feb-21-2023-soda3-intloss_00000000/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,1,huron__soda3_Feb-21-2023-soda3-intloss_00000000::1591,1591,1591,137.812382,137.812382,95.026734,1097,95.969956,potentially_unsafe,0.2599201766666666,41.84242600000002,0.9599201766666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000000/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,2,huron__soda3_Feb-21-2023-soda3-intloss_00000000::2243,2243,2245,191.261103,191.500738,137.812382,1592,137.891084,potentially_unsafe,0.0683099833333333,53.370018999999985,0.7683099833333333,qwen/soda3_Feb-21-2023-soda3-intloss_00000000/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,0,huron__soda3_Feb-21-2023-soda3-intloss_00000001::392,392,395,36.986741,37.338287,,8,0.85157,potentially_unsafe,0.1290907933333333,36.135171,0.8290907933333334,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,1,huron__soda3_Feb-21-2023-soda3-intloss_00000001::401,401,403,37.97136,38.190927,37.338287,396,37.447513,potentially_unsafe,0.1919812066666666,0.5238469999999964,0.8919812066666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,2,huron__soda3_Feb-21-2023-soda3-intloss_00000001::405,405,407,38.367406,38.579696,38.190927,404,38.27883,potentially_unsafe,0.1713880266666666,0.08857600000000332,0.8713880266666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,3,huron__soda3_Feb-21-2023-soda3-intloss_00000001::409,409,415,38.784225,39.341308,38.579696,408,38.682469,potentially_unsafe,0.1612695666666667,0.10175600000000173,0.8612695666666668,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,4,huron__soda3_Feb-21-2023-soda3-intloss_00000001::481,481,483,46.194766,46.40057,39.341308,416,39.462871,potentially_unsafe,0.12635046,6.7318950000000015,0.82635046,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,5,huron__soda3_Feb-21-2023-soda3-intloss_00000001::488,488,490,46.984466,47.186473,46.40057,484,46.528743,potentially_unsafe,0.09695611,0.455722999999999,0.79695611,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,6,huron__soda3_Feb-21-2023-soda3-intloss_00000001::547,547,550,53.47624,53.81352,47.186473,491,47.27904,potentially_unsafe,0.2300896199999999,6.197199999999995,0.93008962,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,7,huron__soda3_Feb-21-2023-soda3-intloss_00000001::581,581,583,57.731239,58.004201,53.81352,551,53.990504,potentially_unsafe,0.1775378,3.740735000000001,0.8775378,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,8,huron__soda3_Feb-21-2023-soda3-intloss_00000001::806,806,808,81.413118,81.60453,58.004201,584,58.110487,potentially_unsafe,0.0856972866666666,23.302630999999998,0.7856972866666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,9,huron__soda3_Feb-21-2023-soda3-intloss_00000001::863,863,866,88.393185,88.700777,81.60453,810,81.793524,potentially_unsafe,0.2018723166666666,6.599660999999998,0.9018723166666667,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,10,huron__soda3_Feb-21-2023-soda3-intloss_00000001::880,880,886,90.35647,91.078271,88.700777,868,88.923374,potentially_unsafe,0.0206974433333333,1.4330960000000061,0.7206974433333333,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,11,huron__soda3_Feb-21-2023-soda3-intloss_00000001::1152,1152,1152,119.690799,119.690799,91.078271,887,91.204998,potentially_unsafe,0.2480723199999999,28.485800999999995,0.9480723199999999,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,soda3_Feb-21-2023-soda3-intloss_00000002,huron__soda3_Feb-21-2023-soda3-intloss_00000002,0,huron__soda3_Feb-21-2023-soda3-intloss_00000002::206,206,209,18.586589,18.919622,,,,,,,,
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,0,pal__rosbag2_2025_07_11-13_55_25::447,447,494,15.013521,16.581196,,4,0.235117,potentially_unsafe,0.0,14.778404,0.7,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,1,pal__rosbag2_2025_07_11-13_55_25::497,497,498,16.682252,16.714127,16.581196,495,16.614432,potentially_unsafe,0.35561,0.06781999999999755,1.05561,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,2,pal__rosbag2_2025_07_11-13_55_25::1478,1478,1525,49.40349,50.971311,16.714127,499,16.748601,potentially_unsafe,0.382413,32.654889,1.082413,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,3,pal__rosbag2_2025_07_11-13_55_25::1562,1562,1563,52.208054,52.240201,50.971311,,,,,,,
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,4,pal__rosbag2_2025_07_11-13_55_25::1570,1570,1685,52.47278,56.309149,52.240201,1568,52.40566,potentially_unsafe,0.008661,0.06712000000000273,0.708661,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,5,pal__rosbag2_2025_07_11-13_55_25::1688,1688,1855,56.411006,61.980248,56.309149,1686,56.344294,potentially_unsafe,0.03253,0.06671200000000255,0.73253,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,6,pal__rosbag2_2025_07_11-13_55_25::2251,2251,2314,75.190733,77.292019,61.980248,1864,62.282013,potentially_unsafe,0.466396,12.908719999999995,1.166396,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,7,pal__rosbag2_2025_07_11-13_55_25::2709,2709,2728,90.468053,91.100589,77.292019,2322,77.558157,potentially_unsafe,0.331345,12.909896000000003,1.031345,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,8,pal__rosbag2_2025_07_11-13_55_25::2775,2775,2796,92.668313,93.369377,91.100589,2746,91.700906,potentially_unsafe,0.024867,0.9674069999999944,0.724867,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,9,pal__rosbag2_2025_07_11-13_55_25::2803,2803,2816,93.602591,94.035991,93.369377,2798,93.43585,potentially_unsafe,0.001667,0.1667410000000018,0.701667,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,10,pal__rosbag2_2025_07_11-13_55_25::2819,2819,2820,94.136695,94.169595,94.035991,,,,,,,
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,11,pal__rosbag2_2025_07_11-13_55_25::2823,2823,2824,94.269631,94.302894,94.169595,,,,,,,
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,12,pal__rosbag2_2025_07_11-13_55_25::2945,2945,2948,98.339905,98.439135,94.302894,2862,95.578122,potentially_unsafe,2.1e-05,2.7617830000000083,0.700021,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,13,pal__rosbag2_2025_07_11-13_55_25::2951,2951,2978,98.539809,99.440714,98.439135,2949,98.474243,potentially_unsafe,0.014247,0.06556600000000401,0.7142470000000001,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,14,pal__rosbag2_2025_07_11-13_55_25::3023,3023,3232,100.941607,107.914895,99.440714,2988,99.773754,potentially_unsafe,0.003036,1.167853000000008,0.703036,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,15,pal__rosbag2_2025_07_11-13_55_25::3275,3275,3483,109.347361,116.286366,107.914895,3238,108.113069,potentially_unsafe,0.03428,1.2342920000000106,0.73428,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,16,pal__rosbag2_2025_07_11-13_55_25::3489,3489,3489,116.485537,116.485537,116.286366,,,,,,,
internvl,appod,H14,14,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,17,pal__rosbag2_2025_07_11-13_55_25::3666,3666,3667,122.390863,122.424199,116.485537,3490,116.519387,potentially_unsafe,0.056281,5.871476000000001,0.756281,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,0,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000160,1619256030.010507,1619256030.2988803,,defaced_2021-04-24-11-20-18_frame_000013,1619256019.1224778,potentially_unsafe,0.1403136130001667,10.888029336929321,0.8403136130001667,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,1,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000483,1619256054.1597729,1619256054.9489992,1619256030.2988803,defaced_2021-04-24-11-20-18_frame_000161,1619256030.4325607,potentially_unsafe,0.1628870491246723,23.72721219062805,0.8628870491246723,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,2,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000918,defaced_2021-04-24-11-20-18_frame_000918,defaced_2021-04-24-11-20-18_frame_000931,1619256089.364324,1619256090.611847,1619256054.9489992,defaced_2021-04-24-11-20-18_frame_000484,1619256055.174059,potentially_unsafe,0.4169133342014138,34.19026517868042,1.116913334201414,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,3,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000937,defaced_2021-04-24-11-20-18_frame_000937,defaced_2021-04-24-11-20-18_frame_000938,1619256091.5413358,1619256091.5624454,1619256090.611847,defaced_2021-04-24-11-20-18_frame_000932,1619256090.7384863,potentially_unsafe,0.2352767860392403,0.802849531173706,0.9352767860392404,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,4,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000997,defaced_2021-04-24-11-20-18_frame_000997,defaced_2021-04-24-11-20-18_frame_001010,1619256095.5463667,1619256096.3635666,1619256091.5624454,defaced_2021-04-24-11-20-18_frame_000939,1619256091.689114,potentially_unsafe,0.596285570108111,3.857252597808838,1.296285570108111,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,5,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001034,1619256096.546523,1619256098.004042,1619256096.3635666,defaced_2021-04-24-11-20-18_frame_001011,1619256096.4550495,potentially_unsafe,0.2166462199418026,0.09147357940673828,0.9166462199418026,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,6,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001306,1619256116.0393968,1619256116.1519144,1619256098.004042,defaced_2021-04-24-11-20-18_frame_001035,1619256098.0884244,potentially_unsafe,0.4552834042379438,17.950972318649292,1.1552834042379438,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-35-54,crowdbot__defaced_2021-04-24-11-35-54,0,crowdbot__defaced_2021-04-24-11-35-54::defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000536,1619256992.2629583,1619256992.2911048,,defaced_2021-04-24-11-35-54_frame_000014,1619256954.545741,potentially_unsafe,0.1101854717286571,37.717217206954956,0.8101854717286572,qwen/appfr/h02/qwen_defaced_2021-04-24-11-35-54_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,0,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000284,1619257254.3442194,1619257254.815914,,defaced_2021-04-24-11-40-33_frame_000018,1619257234.3638854,potentially_unsafe,0.0,19.980334043502808,0.7,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,1,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000337,1619257258.7430923,1619257258.9400346,1619257254.815914,defaced_2021-04-24-11-40-33_frame_000285,1619257254.8370645,potentially_unsafe,0.1571801540304149,3.9060277938842773,0.8571801540304149,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,2,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_001003,1619257304.9487047,1619257308.9931116,1619257258.9400346,defaced_2021-04-24-11-40-33_frame_000338,1619257259.1159415,potentially_unsafe,1.1764216936656315,45.83276319503784,1.8764216936656315,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,0,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000296,1619257454.4839108,1619257456.265789,,defaced_2021-04-24-11-43-54_frame_000014,1619257434.965992,potentially_unsafe,0.1305854597363243,19.517918825149536,0.8305854597363242,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,1,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000498,1619257469.8354115,1619257472.0958793,1619257456.265789,defaced_2021-04-24-11-43-54_frame_000297,1619257456.4065025,potentially_unsafe,0.83071865598356,13.428909063339233,1.53071865598356,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,0,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,1619257710.9986827,1619257710.9986827,,defaced_2021-04-24-11-48-21_frame_000013,1619257701.604914,potentially_unsafe,0.3221184512748046,9.393768787384033,1.0221184512748045,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,1,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000369,1619257727.5256565,1619257728.19479,1619257710.9986827,defaced_2021-04-24-11-48-21_frame_000141,1619257711.2237642,potentially_unsafe,0.9220146780252824,16.301892280578613,1.6220146780252824,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,2,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001558,1619257818.5799668,1619257819.6715744,1619257728.19479,defaced_2021-04-24-11-48-21_frame_000370,1619257728.3356328,potentially_unsafe,0.2108188258825165,90.24433398246765,0.9108188258825165,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
internvl,appod,H16,16,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
